id,default,loan_amount,mortgage_amount,property_value,loan_reason,occupation,occupation_length,derogatory_reports,late_payments,oldest_credit_line,recent_credit,credit_number,ratio
15594,0,22400,91402,100845,DebtCon,ProfExe,2,1,0,132.2166218,0,20,35.68247123
13747,0,16200,70703,87682,DebtCon,Other,10,0,0,87.21132856,3,10,31.37926884
11782,0,25500,26603,64347,,Office,1,0,0,117.432365,1,6,39.25791203
11242,0,10300,57902,74355,HomeImp,Other,4,0,0,243.6309162,1,16,36.57444189
15824,0,52800,53532,68305,DebtCon,Office,11,0,0,91.13322531,1,25,40.66968682
14338,0,17000,97438,158780,DebtCon,Mgr,0,0,0,210.9126034,1,18,38.79674995
13665,0,16400,,51454,DebtCon,Other,,,,338.1108068,,17,33.49183609
12650,0,9400,77715,101258,DebtCon,Mgr,2,0,0,65.87658672,1,23,38.10800099
15223,0,8100,,56386,HomeImp,Other,11,1,0,294.6027668,2,12,32.38595617
14472,0,7400,75311,89905,DebtCon,ProfExe,0,,,,,,27.20199961
12368,0,20000,59936,12737,DebtCon,Other,5,,,63.39540036,0,17,40.44657932
11882,0,23500,,59600,DebtCon,Other,26,0,0,127.8,0,9,
12180,0,11300,46120,52911,HomeImp,Mgr,19,0,0,229.4415778,1,17,36.33481436
15755,0,17600,39057,50933,DebtCon,ProfExe,6,0,0,239.2016301,1,35,39.30107072
15338,0,14300,70322,88626,DebtCon,Other,3,0,0,244.8398642,2,26,32.64754112
11914,0,16200,49552,82523,DebtCon,Mgr,4,0,0,131.7057154,1,8,28.17203289
14283,0,9900,82697,100689,DebtCon,ProfExe,3,0,0,133.3657906,0,26,33.59171631
13220,0,6700,49367,59609,HomeImp,Other,6,0,0,99.30370078,0,17,25.23136638
11984,1,34400,155536,169503,DebtCon,Office,10,0,0,107.7099227,4,32,58.8269296
11995,1,21000,113954,136249,DebtCon,Office,2,0,0,97.54425218,13,14,33.62088343
12158,0,26900,69446,104590,DebtCon,ProfExe,11,0,0,287.2759924,1,32,41.49906043
14297,1,21000,110000,138000,DebtCon,Mgr,16,8,2,154.2,3,30,
13510,0,15100,127045,163833,DebtCon,Office,4,0,0,135.9752767,0,21,25.86181234
11653,1,13500,80223,108491,DebtCon,ProfExe,4,0,4,127.8,2,27,
11869,1,27200,61118,35184,DebtCon,Sales,10,4,2,134.6489043,7,23,45.25528966
11924,0,8500,73208,88588,DebtCon,Mgr,10,0,0,114.5525823,0,23,30.08248898
16820,0,28700,107281,155874,DebtCon,ProfExe,10,0,0,173.8358358,0,17,32.74036849
11124,0,9300,44026,70535,HomeImp,Office,12,3,1,245.9,2,29,
15450,0,22400,130184,164189,DebtCon,ProfExe,6,0,0,173.6413388,0,39,19.64066727
13423,0,21000,133430,189263,DebtCon,ProfExe,22,0,0,229.986998,1,23,40.56412158
14518,1,31500,15391,,HomeImp,,2.6,6,1,57.83333333,0,8,
16835,0,16200,81933,131208,DebtCon,ProfExe,13,0,0,308.5320272,0,19,29.60368375
14756,0,16900,71672,96677,DebtCon,Other,1,0,0,153.7916948,0,30,35.32783617
14626,0,9100,53764,56429,HomeImp,Other,9,0,0,92.07897877,3,33,40.58208394
12659,0,25300,60084,88898,DebtCon,Other,7,0,0,227.0869244,0,19,36.44443099
15311,0,16000,71670,84124,DebtCon,Other,10,0,0,81.59612884,3,12,32.94889897
16006,0,7900,40827,55757,DebtCon,Other,14,0,0,87.60346244,0,11,31.8505639
16135,1,22600,69675,92300,DebtCon,Other,16,0,6,240.4333333,0,30,
15414,0,18500,71000,95000,DebtCon,Mgr,6,0,0,71,7,24,
13732,0,11700,101520,110617,DebtCon,Other,18,0,2,198.5433481,1,16,38.72125945
11949,0,6600,62380,89742,HomeImp,Office,31,0,0,232.5272907,0,16,26.16049489
16199,0,29200,139299,180818,DebtCon,ProfExe,1,0,0,226.8611449,1,19,40.81730925
13762,1,23500,,143168,DebtCon,Office,10,,,,,,35.73356733
13818,0,20300,71387,107363,HomeImp,Other,4,0,0,219.8747302,0,13,29.5672214
15577,1,16500,43223,46925,DebtCon,Other,10,0,0,178.0023834,4,20,40.20633377
12820,0,20200,125647,166423,DebtCon,Office,1,,0,395.1487613,,51,36.13250999
13894,0,28800,,121560,DebtCon,Mgr,8,1,0,175.2063398,0,26,31.61203845
11955,0,10800,125732,184667,DebtCon,Other,7,0,0,212.2234688,0,19,33.92078997
13057,0,14700,76931,94245,DebtCon,Other,5,3,0,78.68751987,0,21,25.43031494
11421,0,15700,81709,111127,HomeImp,ProfExe,4,0,0,123.6244484,0,25,37.5606476
11121,0,17000,97517,141718,DebtCon,Office,2,,,128.4175979,3,15,31.16602944
13730,0,8400,84666,123613,HomeImp,Other,8,,,,,,39.65832005
16182,0,8000,70546,81272,DebtCon,Sales,4,0,0,119.066922,0,31,33.3615863
11658,0,19400,39928,106271,HomeImp,Other,6,0,0,129.1782772,0,14,31.92215492
16059,0,24500,216787,281351,HomeImp,ProfExe,5,,4,473.8139861,,55,31.20117485
15333,0,26700,146193,185200,DebtCon,ProfExe,11,0,0,156.2294564,0,36,39.21027209
14970,0,14400,34291,68444,DebtCon,ProfExe,6,0,0,262.0791636,1,15,21.98106645
13716,0,26400,44333,68945,DebtCon,Office,18,0,0,173.4953921,2,21,32.34941205
12018,0,10200,60180,72370,DebtCon,Mgr,5,,,125.2948667,,23,42.50461354
14201,0,16800,94851,119053,DebtCon,Office,2,0,1,270.9986111,1,34,27.00923929
12064,1,12000,59099,82000,DebtCon,Other,10,0,2,219.1333333,0,33,
16119,1,18700,39441,71345,DebtCon,Other,11,0,4,132.8367575,0,13,27.69164816
13213,1,8000,37871,,HomeImp,ProfExe,15,6,2,179.6333333,0,30,
12028,0,32300,235343,45270,DebtCon,Mgr,3,0,1,210.9224034,3,49,41.26480551
11172,0,14200,102512,128657,HomeImp,ProfExe,8,0,0,178.3390263,3,32,27.54114088
14009,0,15300,54412,95123,DebtCon,ProfExe,6,0,0,134.2426479,2,22,35.08572068
11746,0,14500,49348,68000,DebtCon,Office,0.2,0,0,178.6,0,25,
13704,0,13700,32942,40143,HomeImp,Other,8,0,0,65.00074225,2,12,30.26836885
16149,0,5700,,74685,,,,,,,,,24.27486527
11624,1,6500,60054,70434,HomeImp,Other,1,0,0,127.0627016,2,21,37.80035293
15516,0,29900,73506,115000,DebtCon,Mgr,11,0,0,77.13333333,1,35,
16352,0,17400,77350,101271,DebtCon,Other,0,0,0,148.9162275,1,18,34.38702843
16664,0,13000,16913,48587,HomeImp,Office,23,0,0,264.9921562,0,20,30.62263556
15034,0,12300,,50530,HomeImp,Mgr,5,,,163.54096,,9,20.02628441
16098,0,12100,44484,64398,DebtCon,Other,3,0,0,263.0447041,0,20,28.80398255
15875,0,18700,59929,89526,DebtCon,Office,0,0,0,64.45472528,0,22,35.08734865
15014,0,18400,16756,66340,DebtCon,Office,,0,0,239.8448526,0,21,38.6626294
15632,0,22700,91303,98362,HomeImp,,7,,,,,,30.68101515
13126,0,27200,101680,134864,DebtCon,Office,10,0,1,150.596198,0,29,40.88049467
14029,0,13900,95351,117381,DebtCon,Office,12,0,0,210.2021295,0,11,41.01100137
14500,0,26500,76599,119041,DebtCon,Other,4,0,0,97.26565847,1,31,40.12650973
15855,0,13000,88614,116994,HomeImp,ProfExe,13,0,2,188.8241991,0,28,32.61950164
15953,0,24900,46116,77519,DebtCon,Other,9,0,0,120.0835519,1,19,42.92950927
15601,0,25000,77590,108290,DebtCon,Office,10,0,1,396.7333333,0,45,
11990,0,26400,130672,212536,DebtCon,ProfExe,10,0,0,221.5068316,3,26,20.26991879
12436,0,25000,136375,236250,HomeImp,ProfExe,29,0,0,354.1,1,19,
14542,1,4000,,80609,HomeImp,Other,1.5,0,2,126.5333333,3,12,
15025,0,10100,58446,71145,HomeImp,Other,4,0,1,244.6243676,1,15,38.11730639
12701,0,22000,81668,123978,DebtCon,Other,8,0,0,285.1417502,1,16,37.41710801
15688,0,19100,73217,93033,DebtCon,Other,1,2,1,113.6945661,2,26,36.38416382
15188,0,23700,93734,98099,HomeImp,,8,,,,,,30.02008799
14932,0,9800,15021,31900,DebtCon,Other,6,0,0,276.7342017,0,11,22.29124919
12299,0,9100,47756,84022,HomeImp,Other,18,0,0,206.797361,1,17,32.39114639
16094,0,15200,5076,66536,DebtCon,Sales,2,0,0,323.1020042,0,5,40.25292875
11459,1,25000,106282,167500,HomeImp,ProfExe,14,2,4,198.8666667,2,28,
13937,0,36300,25867,43823,DebtCon,Mgr,6,0,0,56.12733917,0,6,33.67673955
14011,1,12600,68800,86000,DebtCon,Mgr,3,2,1,202.8666667,8,26,
15701,0,6400,28041,33438,DebtCon,Other,1,1,0,10.42564285,10,6,29.75370028
12563,1,25000,175225,211000,DebtCon,ProfExe,13,1,2,148.1333333,4,53,
13142,0,41500,97536,158739,DebtCon,Other,13,,1,212.7744345,3,31,42.30190724
14916,0,8500,50569,60940,DebtCon,Mgr,6,0,0,189.9468977,0,22,29.20247674
13224,0,10900,22513,52355,HomeImp,Other,1,0,0,248.5834087,0,10,39.20462501
16799,0,6500,75113,115900,HomeImp,Office,29,0,0,332.7333333,2,38,
16662,0,15000,80988,97404,DebtCon,ProfExe,10,3,0,188.501672,1,30,26.5682704
14846,0,5000,39000,50340,HomeImp,Office,10,,,179.8333333,,19,
13114,0,26500,,64211,DebtCon,Other,26,0,0,127.4120114,0,10,22.28949083
11671,0,10000,57068,72000,,Other,12,0,0,257.7,0,27,
14705,0,10000,96000,112200,,Office,16,1,0,258.7333333,0,16,
12403,1,15000,34200,38900,DebtCon,Other,9.2,0,0,170.7,4,21,
15529,0,18200,39109,62371,HomeImp,Other,25,0,0,268.1982607,0,13,24.74818103
11865,0,23100,64601,100170,DebtCon,Office,2,0,0,156.675375,0,21,34.00023607
16000,1,13500,28000,85999,DebtCon,Other,0,6,4,227.2666667,6,37,
16435,0,12000,63589,75959,HomeImp,Office,14,1,0,253.616928,1,31,43.15970058
16951,0,13000,80587,110064,DebtCon,Other,6,0,0,85.00919673,1,13,33.99003974
13935,0,50600,178073,255435,DebtCon,ProfExe,5,0,0,238.1770546,1,33,37.50148945
12376,0,37500,111248,159739,DebtCon,Other,,0,0,260.0814842,2,13,36.39334812
14890,1,16200,83448,135447,DebtCon,Mgr,17,0,5,129.7801316,9,19,45.55441548
11350,0,11500,44097,58336,DebtCon,Office,0,0,0,173.3183208,0,20,38.19162602
16185,0,13300,81944,108768,DebtCon,Other,5,0,0,81.10679915,1,13,33.86964175
12462,1,25000,59000,34000,DebtCon,Sales,10,4,2,125.8333333,7,23,
15746,1,8000,33000,38500,HomeImp,Other,2,0,0,,0,0,
15394,0,15500,46846,70082,DebtCon,ProfExe,7,0,0,152.1680601,2,12,30.13149723
14909,0,62500,124491,198338,DebtCon,ProfExe,10,0,0,324.3207318,1,26,38.06975144
15545,0,12800,67867,78660,DebtCon,Other,3,,,159.8014934,,34,30.0109096
13901,0,20500,37437,65004,DebtCon,Other,1,0,0,120.4267161,0,17,22.52545512
11634,0,10500,60145,63268,HomeImp,Other,4,0,0,122.4960779,0,34,36.73687075
14620,1,3600,61584,61800,HomeImp,ProfExe,10,,,,,,
15707,1,13400,5900,55320,HomeImp,Other,3,2,2,234.0218164,3,16,19.089301
14516,1,5000,6000,38575,HomeImp,Self,7,0,1,335.0333333,3,42,
12463,0,20400,76305,103430,HomeImp,ProfExe,8,0,0,68.44158303,0,16,31.51559341
11536,0,20100,57192,82870,DebtCon,Other,5,,,91.70143677,0,7,36.6352308
12950,0,14000,92739,125000,DebtCon,Mgr,6,,,248.6,3,42,
14479,1,10000,57238,101500,DebtCon,ProfExe,10,0,0,106.8333333,0,36,
16275,0,4200,67700,77000,DebtCon,Sales,4,0,0,128.8333333,0,31,
15557,1,12800,81030,100333,DebtCon,Mgr,11,0,1,80.14894304,4,29,42.31937039
12494,0,14100,51723,77207,DebtCon,ProfExe,21,0,0,199.533048,0,15,25.09214722
14638,0,18600,15243,172611,HomeImp,Mgr,25,0,0,73.44153854,2,21,29.0958828
13866,0,14100,86996,108452,HomeImp,Other,19,0,0,134.9932518,4,24,29.77894608
12251,1,43200,217036,291222,DebtCon,ProfExe,30,0,0,228.1464583,1,25,43.78949929
12641,0,4900,170986,245300,DebtCon,Sales,,0,0,131.9333333,0,22,
12044,0,9500,115186,131800,DebtCon,Self,7,0,0,177.0500361,0,19,33.43055804
16761,0,34100,241545,42189,DebtCon,Mgr,1,0,2,196.5542212,3,50,42.04270618
11245,0,22900,88244,103144,HomeImp,,8,,,,,,31.0726936
14112,0,20400,60393,98247,DebtCon,Office,3,0,0,149.5711997,0,22,34.34224939
15430,0,30000,12223,35875.06,DebtCon,Other,28.5,0,0,199.8333333,0,15,
12303,0,12800,58592,87002,DebtCon,Office,13,0,0,139.5308428,0,24,37.53107709
13820,1,40900,217000,290000,DebtCon,ProfExe,30,1,0,230.2666667,2,25,
16725,0,7800,55000,62800,HomeImp,Other,6,0,0,123.0333333,0,34,
16315,0,28300,130028,178918,DebtCon,Mgr,2,,,113.9426389,,39,33.44016163
13002,1,50000,38000,,DebtCon,ProfExe,26,7,6,150.2,0,25,
15592,0,32400,51220,106361,DebtCon,Office,3,0,0,172.362148,2,24,36.48909721
12784,0,18400,68655,94322,HomeImp,ProfExe,8,0,0,76.79470126,0,15,32.74121014
15433,0,13300,50039,63784,DebtCon,Other,3,0,0,176.8461955,0,13,27.86558873
11246,1,23000,58577,69327,,Other,4,0,2,110.4144797,2,33,133.5282704
15028,0,42800,100919,158981,DebtCon,Other,14,,1,221.1178184,4,30,42.58161533
16327,0,23200,144542,176611,DebtCon,ProfExe,5,,,179.239077,5,42,40.82316043
16850,0,10800,89139,122571,HomeImp,Other,8,,,,,,40.78052715
15947,1,10900,,16365,HomeImp,Other,,0,0,59.54870267,1,2,24.19590363
15410,0,18900,87081,115165,DebtCon,Other,13,0,0,120.4621862,1,8,34.40037656
13586,0,20600,16779,56481,DebtCon,Other,24,0,1,228.0570024,0,24,27.17664772
16281,1,38000,24447,,DebtCon,Office,3,0,4,134.9,2,25,
16078,0,21600,36777,68300,DebtCon,Office,11,0,2,121.4942487,0,22,41.13829939
15214,1,8300,10000,63775,HomeImp,Other,0,0,0,200.8666667,0,14,
15273,1,17000,43000,63500,DebtCon,Other,8,0,0,46.66666667,3,11,
12714,0,8100,26886,36527,HomeImp,ProfExe,12,0,0,188.4198264,0,13,24.86556718
16202,1,17400,79623,113658,DebtCon,Other,0,0,2,212.1291452,2,25,35.10671964
15187,1,50000,26976,,DebtCon,Mgr,8.3,1,0,111.6,1,6,
13316,0,4200,56544,59218,HomeImp,Office,19,0,0,211.0025991,1,20,19.02770442
15357,1,15500,82054,104627,DebtCon,Sales,3,0,0,9.048515086,1,35,60.64575626
13274,1,3000,,8800,HomeImp,Other,2,0,1,77.76666667,0,3,
11993,0,12200,61929,83102,HomeImp,Office,14,0,0,238.5249274,1,32,44.44967097
14511,1,6300,65875,76000,DebtCon,Mgr,0.8,2,0,84,1,12,
14936,0,22000,188982,231933,DebtCon,ProfExe,2,0,0,294.9601692,0,26,36.43459137
13472,0,27600,123121,157337,DebtCon,Mgr,2,0,0,283.2828535,0,24,36.94827386
13201,0,17400,25844,83229,HomeImp,Other,,0,0,247.7616459,0,50,43.70133124
12989,1,7500,57800,109600,DebtCon,Mgr,4,0,1,124.1333333,1,18,
12054,0,18900,34583,59247,DebtCon,Other,15,0,0,89.34062711,0,17,39.99018836
16258,0,13600,159591,182585,DebtCon,ProfExe,7,,1,199.6986174,3,25,42.31951831
15038,0,13700,27536,45819,HomeImp,Other,7,0,0,73.45576587,2,12,28.70919291
12104,0,27400,195497,246354,DebtCon,Other,8,0,0,89.26442741,1,25,39.66482299
16048,0,22300,65022,104766,DebtCon,Office,8,,0,117.1618153,2,18,38.34866301
13230,0,21300,143676,181960,HomeImp,Mgr,8,0,0,313.1874651,0,17,43.64534866
15207,0,14900,44588,72331,DebtCon,ProfExe,6,0,0,156.3317445,2,11,28.16444054
14749,1,16900,63800,85000,DebtCon,Other,2,0,6,127.8,2,33,
11120,0,28200,185607,227617,DebtCon,ProfExe,0,0,0,311.0627554,0,33,42.435285
14434,0,32300,194350,299720,DebtCon,Other,28,0,0,170.1968674,0,23,40.25151003
16708,0,10500,13694,87580,DebtCon,Other,8,0,0,258.5549278,0,14,20.26019805
12746,0,12500,157312,181050,DebtCon,ProfExe,7,,0,209.7067368,4,25,40.90561976
13821,0,34300,89000,137000,DebtCon,Other,12,0,0,63.93333333,1,36,
12941,1,24900,62191,83694,HomeImp,Other,3,0,0,55.93751229,0,14,62.11072187
14968,0,50900,,85196,HomeImp,Other,,0,0,351.4508781,0,6,21.59548
13647,0,5000,90059,113714,HomeImp,ProfExe,7,0,0,193.6364469,0,28,25.89731648
16343,1,24100,30951,58000,DebtCon,Mgr,11,0,4,36.5,0,12,
14498,0,9000,131108,199295,DebtCon,ProfExe,1,0,0,61.0009855,1,22,35.93061089
11712,0,21500,9579,30807,DebtCon,Other,,0,0,58.11746362,2,19,42.49201034
15163,1,9100,,11550,HomeImp,Other,,0,0,51.93333333,1,3,
11474,0,29000,32109,49912,DebtCon,Other,34,0,0,278.5650034,1,23,39.79656076
15344,0,60000,38944,69961,DebtCon,Other,2,0,0,96.69392888,0,20,28.38550102
16121,0,19200,65206,13933,DebtCon,Other,7,,,57.59183135,0,16,42.50243535
12537,1,10500,55267,65160,DebtCon,Other,1,0,0,108.2754232,8,22,47.07928537
11760,1,12000,48786,89800,HomeImp,ProfExe,29.9,0,5,220.1333333,1,16,
16738,0,10800,67740,108135,DebtCon,Office,11,0,0,163.2738318,1,12,38.38349838
13731,0,13500,117321,138746,DebtCon,ProfExe,14,,1,183.2620095,0,33,31.48679667
15878,0,12700,130867,201245,HomeImp,Office,0,0,1,340.7953444,0,15,40.16882702
15352,0,14700,35832,66260,DebtCon,ProfExe,7,0,0,277.7940867,0,16,23.70535928
16166,1,4500,34184,46000,HomeImp,Mgr,3.5,0,1,122.6,2,22,
12070,0,28600,32136,51599,DebtCon,Other,35,0,0,284.0838484,0,23,39.54773379
13134,0,11600,22635,33353,DebtCon,Office,6,0,0,85.57207035,0,16,19.22387266
15235,1,37300,68789,86172,HomeImp,Self,2,0,6,235.6379056,2,25,114.0505277
12076,1,2100,71000,83850,HomeImp,Other,8,0,1,123,0,16,
15710,0,21300,67282,86861,DebtCon,Office,4,,,173.7925073,,15,37.36452883
15392,0,7500,49100,85650,HomeImp,Other,18,0,0,178.3346667,0,29,
15349,1,12100,67000,79100,DebtCon,Mgr,5,0,0,155.2,1,32,
13643,1,2400,,17180,HomeImp,Other,,0,0,14.56666667,3,4,
13053,0,12700,72164,104220,DebtCon,Office,10,0,0,165.4307821,0,13,37.53996336
15021,0,23500,190239,233603,DebtCon,ProfExe,3,0,0,285.3312926,0,27,39.91648297
12710,0,8700,93759,119459,HomeImp,Office,24,0,0,138.09123,1,12,38.72971089
15351,1,7500,,40150,HomeImp,Other,5,0,0,,1,0,
13522,0,43300,,53434,DebtCon,Other,,5,,113.7376908,,20,29.61653289
15226,0,21500,18875,42500,DebtCon,Other,27,0,0,304.3666667,,13,
13443,0,16600,77380,123638,,,,,,,,,34.11861536
16449,1,36000,124000,176000,DebtCon,Other,21,,,257.7,5,35,
11933,1,9300,84900,105798,DebtCon,ProfExe,2,0,0,41.8072046,1,3,26.9566979
14982,0,11100,82849,113913,HomeImp,ProfExe,10,0,1,167.3610299,0,27,35.76333348
12106,0,25500,,31777,HomeImp,Other,23,0,0,82.29350724,3,15,28.07899411
12854,0,62700,120598,207803,DebtCon,ProfExe,9,0,0,304.3146151,2,26,36.43625181
12908,0,20000,126324,171450,,Mgr,26,,5,329.5666667,1,28,
16107,0,22500,62137,95708,DebtCon,Office,4,,,187.1661489,,16,37.46041757
15609,0,3600,61327,76484,HomeImp,Mgr,9,,2,202.5107752,0,25,41.5163897
12346,1,39600,,44000,DebtCon,Other,,0,3,214.0333333,1,16,
15437,0,28700,67951,106093,DebtCon,ProfExe,11,0,0,263.7439223,0,32,40.21223483
13787,0,12800,66293,92423,HomeImp,Office,27,0,0,169.7238883,1,14,41.23216256
12295,0,13900,,27779,DebtCon,Other,12,,,95.94866523,1,9,34.1663452
15536,0,20400,83188,113181,DebtCon,Mgr,25,,0,321.5609396,1,42,37.69667921
15936,0,10200,86400,113698,HomeImp,ProfExe,11,0,1,181.542927,0,27,35.03165088
14450,0,24300,41323,73309,DebtCon,Other,27,0,1,298.1859041,2,32,36.15527752
16021,0,8600,42380,60733,DebtCon,Mgr,3,0,0,199.293142,0,22,28.43434208
14975,0,19300,148542,195791,DebtCon,ProfExe,12,,,110.3276351,0,23,30.53661059
16667,0,30800,29226,44735,DebtCon,Other,1,0,0,66.24471976,0,7,13.78396544
13674,1,25000,122000,151200,DebtCon,Office,1,1,6,262.3333333,3,30,
11104,0,21500,135899,186976,DebtCon,ProfExe,18,0,0,227.3474864,1,24,42.66067749
15089,0,15800,51281,144202,DebtCon,Other,1,0,0,285.9978979,4,43,41.5380511
12280,0,25400,44800,78000,DebtCon,Other,21,0,0,211.0333333,1,27,
12942,0,22400,71784,101695,DebtCon,Other,,2,1,239.903304,2,14,42.81636756
16111,0,13500,44586,73764,DebtCon,Other,2,0,0,263.9311707,0,21,29.96620202
14974,0,18700,45365,71853,DebtCon,Other,7,0,0,98.45648444,3,15,41.38874759
16328,0,18100,23928,55734,DebtCon,ProfExe,17,0,0,175.8953545,0,19,37.94552227
11752,1,15000,89200,114750,DebtCon,ProfExe,11,0,0,114.6,0,27,
13418,0,16100,105719,116491,DebtCon,Other,1,0,0,117.8736121,2,20,38.7636997
16502,1,18000,12900,21500,HomeImp,Office,5,3,0,109.5666667,0,33,
14856,0,26500,240782,267675,HomeImp,Self,6,0,0,229.3070258,1,50,37.740919
16369,0,30000,79044,118685,DebtCon,Mgr,12,0,0,92.11887554,1,34,27.22498526
16810,0,5800,46595,58191,HomeImp,Other,5,0,0,80.13174641,0,17,24.14015367
16104,0,17800,61494,85864,DebtCon,Other,2,0,0,303.8376508,3,15,40.24631208
12723,0,8400,82597,83858,HomeImp,Other,25,0,0,350.5681362,1,47,28.91075714
16811,0,12200,110088,137794,DebtCon,ProfExe,3,0,0,251.1518918,1,46,33.51711722
15512,0,22500,76493,105545,DebtCon,Other,,1,1,235.5417762,2,13,43.06166913
13432,0,12100,61868,66874,HomeImp,Other,30,0,3,170.4386392,0,23,37.915021
14566,0,11000,21780,85505,HomeImp,ProfExe,19,0,0,240.682581,0,10,24.40433511
13089,0,20100,14749,74584,DebtCon,Office,,0,0,252.6059316,0,22,38.80187707
13468,0,6800,76074,88178,HomeImp,Other,22,0,0,341.4650556,0,46,27.52324614
16906,0,20400,41985,100096,HomeImp,Other,4,0,0,141.0330881,0,14,32.93078188
11633,0,20200,41479,70102,DebtCon,Office,5,0,0,172.9117149,2,26,33.83467117
16398,0,20500,80441,100505,DebtCon,Mgr,7,0,0,87.44666334,7,23,38.49506596
12967,0,78400,13900,102910,HomeImp,,27,0,1,138,0,14,
14906,0,26900,115638,145440,DebtCon,Office,4,,,294.7001921,2,36,43.90864533
16892,1,12300,77000,94000,DebtCon,Mgr,41,,4,212.8666667,4,17,
12840,0,15000,,68020,,,1,0,0,,0,0,1.920694367
12286,0,13900,84427,114209,HomeImp,ProfExe,12,0,2,180.1874224,0,27,33.35187025
16157,0,20400,153958,195834,DebtCon,Other,9,0,0,,1,15,31.13462438
12454,1,10000,76700,97800,DebtCon,Other,25,,10,205.2333333,3,26,
16629,0,13800,73688,94071,DebtCon,Office,9,0,0,221.2231427,2,28,41.48214296
12695,1,24200,10286,,DebtCon,Other,24.5,0,1,216.1333333,4,32,
11695,0,33700,36851,78893,DebtCon,Other,,,,302.7271504,0,16,41.82215987
11135,1,13900,51653,85578,DebtCon,Other,13,0,0,90.27307943,0,7,41.69337722
11856,0,17200,62514,96633,HomeImp,ProfExe,25,1,0,224.7643591,1,24,36.7023407
16685,1,12600,86785,110400,DebtCon,Other,0.7,1,,89.06666667,2,27,
12555,0,25600,111000,153000,DebtCon,ProfExe,7,0,0,112.6333333,3,27,
13008,0,15300,127172,156578,DebtCon,Mgr,,0,0,213.2860218,0,19,36.29035353
16930,0,15800,,96579,DebtCon,Office,28,0,0,328.2104926,0,15,12.1535212
15205,0,28200,61038,87534,DebtCon,Other,8,0,0,137.4878193,3,30,39.3600186
15491,0,8000,57361,71167,HomeImp,Mgr,2,0,1,130.767035,0,22,29.38198544
12136,0,12700,58293,82594,DebtCon,Office,13,0,0,105.050415,0,23,36.70044554
13517,0,9900,31244,44138,HomeImp,Mgr,14,0,0,60.6344698,1,9,31.68813428
15705,1,18400,72718,98065,DebtCon,Other,8,0,0,119.0578171,0,19,35.36412843
15428,1,50000,80286,145000,DebtCon,Other,12,,1,178.7665994,0,35,
15977,0,15600,51990,141518,DebtCon,Other,1,0,0,272.5030662,3,43,39.30182319
15992,0,37000,34085,70596,DebtCon,ProfExe,3,0,0,195.3633838,2,18,25.59242395
15475,0,15000,54261,88000,,ProfExe,10,0,0,,1,16,
11299,0,21700,93868,147228,DebtCon,ProfExe,22,0,0,153.6845963,0,25,39.53395424
12003,0,8500,64665,72376,HomeImp,Other,4,0,0,70.93488077,3,20,40.30904123
12226,0,51100,28312,82300,HomeImp,Other,3,2,0,269.3359755,6,14,41.08753538
11266,0,25100,21490,71571,DebtCon,Other,,1,1,101.9251329,1,25,30.44411926
11919,0,26000,107291,137426,DebtCon,Mgr,9,2,0,191.57344,4,18,40.76740141
13313,0,17400,166345,202989,DebtCon,ProfExe,10,0,0,276.0663463,0,37,24.35659356
12913,0,46300,120636,178823,DebtCon,Self,11,0,0,188.0436192,0,3,40.91514127
11636,0,25000,36108,84365,HomeImp,Other,23,0,0,248.8515009,0,7,26.02704025
15130,0,23100,109498,156191,DebtCon,Mgr,15,0,0,186.2019963,0,25,33.79421161
15485,0,17000,86341,133564,DebtCon,ProfExe,15,0,0,307.6738571,0,18,28.36821059
15331,0,22300,133995,281186,HomeImp,Mgr,2,0,0,181.1539882,0,15,28.89929961
13973,0,8400,43900,55000,DebtCon,Office,1,0,0,169.4333333,1,21,
15979,1,9900,71371,84865,DebtCon,Mgr,0,2,0,94.80523575,0,12,38.2113051
11880,1,2000,22608,,,,18,,,,,,
12629,0,8200,101230,120087,HomeImp,Other,9,,,419.2729655,1,49,40.55827149
15469,1,13000,64499,86000,HomeImp,Other,1,0,0,109.4,0,19,
16004,0,14900,72637,103297,DebtCon,Other,4,2,0,83.46608634,0,20,22.55303962
13370,0,40900,64674,111877,DebtCon,Mgr,15,0,0,201.7363729,0,21,40.45600987
